Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Inst. Hogar Buena Vista,Adultos Mayores,Institucion de Adultos,Operando,Carr 453 Km 8.3,Arecibo,612,Lares,72081,669,Mercedes Lopez Martinez,(787)-315-1859,Licenciado,238,6/23/2025,Al dia,16
"Valentin Nursing Home, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr 129 Km 21.1 Bo. Callejones,Arecibo,612,Lares,72081,669,Marisol,(787)-472-5071,Licenciado,L02230225,2/20/2025,Al dia,17
Institucion Centro Envejecientes El Shaddai,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Lares, Sector Manolo Toledo, Lares",Arecibo,612,Lares,72081,669,Aida Velez Lopez,(787)-316-4071,Licenciado,255,2/15/2024,Al dia,23
"Inst. Hogar El Gran Yo Soy, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 453, Km 5.8 Int. Bo. Piletas",Arecibo,612,Lares,72081,669,Nomar,(787)-897-2564,Licenciado,246,6/24/2025,Al dia,30
Institucion Irma Fe Pol Mendez,Adultos Mayores,Institucion de Adultos,Operando,"Ave Los Patriotas #52, Calle Dr. Pedro Albizu Campos 50,",Arecibo,612,Lares,72081,669,Sor Gloria Torres Sanchez,(787)-897-6090,Licenciado,60,10/3/2023,Al dia,38
Institucion Hogar La Presencia De Jehova Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Callejones Sector Los Torres Carr. 129, Km. 15.2, Lares",Arecibo,612,Lares,72081,669,Wanda,(787)-643-1388,Licenciado,291,8/21/2025,Al dia,39
Institucion Omar Antonio I,Adultos Mayores,Institucion de Adultos,Operando,Carr 129 Km 12.1,Arecibo,612,Lares,72081,669,Magaly,(787)-897-5552,Licenciado,165,8/22/2025,Al dia,46
Institucion Mayra Incorporado,Adultos Mayores,Institucion de Adultos,Operando,Carr 453 Km 72 Interios Bo. Pileta Sector Las Lajas,Arecibo,612,Lares,72081,669,Mayra Lopez Mercado,(787)-214-6449,Licenciado,111,11/9/2024,Al dia,49
Campea Lares - Departamento De La Familia,Adultos Mayores,CAMPEA,Operando,"Calle Hospital B #13, Lares",Arecibo,612,Lares,72081,669,Nivia Cuevas,(787)-897-2335,Licenciado,13,10/25/2024,Al dia,50
Institucion Omar Antonio Ii,Adultos Mayores,Institucion de Adultos,Operando,Carr 129 Km 13.8,Arecibo,612,Lares,72081,669,Luis,(939)-246-4140,Licenciado,181,10/18/2023,Al dia,53
Campea Accion Social De Pr Inc.,Adultos Mayores,CAMPEA,Operando,"Carr. 111 Sector Palmar Llanos, Lares",Arecibo,612,Lares,72081,669,Marilyn,(787)-897-2076,Licenciado,22,1/13/2025,Al dia,60
Hs Andres Yadiel,Adultos Mayores,Hogar Sustituto,Operando,Carr. 119 Km. 19.0 Int. Bo. Furnias Sector Los,Aguadilla,603,Las Marias,72083,670,Evelyn,(787)-212-8235,Licenciado,140,10/8/2024,Al dia,5
Hogar Carmen Rita Ii Inc,Adultos Mayores,Institucion de Adultos,Operando,Bo. Furnias Carr. 407 K.M 2.3 Int,Aguadilla,603,Las Marias,72083,670,Beatriz Mercado Cuevas,(939)-225-0124,Licenciado,247,7/15/2025,Al dia,8
Hogar Carmen Rita Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 407 Km 4.4 Bo. Furnias Int.,Aguadilla,603,Las Marias,72083,670,Beatriz,(939)-225-0124,Licenciado,229,12/11/2024,Al dia,18
Hogar Sagrado Corazon  L M B Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 4406, Km. 3.4, Bo. Anones",Aguadilla,603,Las Marias,72083,670,Alberto,(787)-918-5415,Licenciado,155,2/3/2025,Al dia,26
Campea Las,Adultos Mayores,CAMPEA,Operando,Carr. 120 Km 34 Bo. Maravilla,Aguadilla,603,Las Marias,72083,670,Hon. Edwin Soto,(787)-827-3010,Licenciado,31,1/12/2024,Al dia,50
Hogas Sustituto De Jennifer Morales,Adultos Mayores,Hogar Sustituto,Operando,"Carr. #198 20H, Desvio 204 Km 1.9, Bo. Arena",Guayama,784,Las Piedras,72085,771,Jennifer,(787)-613-1804,Licenciado,148,7/28/2024,Al dia,6
Inst. Angel De Luz Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Collores Km 1,Hm. 0 Sector La Mina Carr. 926, Int.937",Humacao,741,Las Piedras,72085,771,Sonia,(787)-559-5356,Licenciado,131,2/16/2025,Al dia,12
"Inst. Hogar De Envejecientes Descanso Amor, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Reparto Melendez Numero 10, Bo. Fermina, Las",Humacao,741,Las Piedras,72085,771,Iraichmary,(787)-705-1904,Licenciado,230,3/8/2024,Al dia,15
Inst. Hogar Elizabeth Fuente De Amor Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 9936, Km. 1.5 Bo Rios, Las Piedras",Humacao,741,Las Piedras,72085,771,Jackelie,(787)-316-1152,Licenciado,18,7/19/2024,Al dia,17
"Institucion Casa Dorada, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 198 Ramal 922 Km 21 Bo. Collores, Las Piedras",Humacao,741,Las Piedras,72085,771,Charo,(787)-733-3476,Licenciado,117,6/16/2025,Al dia,20
"Logos & Rhema-El Hogar, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 198 Km 20.6 Int. Bo. Quebrada Arenas, Las Piedras",Humacao,741,Las Piedras,72085,771,Pablo,(787)-581-4694,Licenciado,232,10/14/2024,Al dia,20
Inst. Egida Espejel Y Rivera,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Collores, Carr #926 Km2.3",Humacao,741,Las Piedras,72085,771,Ana Rivera,(787)-354-7774,Licenciado,105,4/19/2025,Al dia,23
Campea Centro De Envejecientes Celia T. Mondriguez,Adultos Mayores,CAMPEA,Operando,"Bo. Quebrada Arenas, Carr. 198 Km 23.5 Comunidad Oriente, Las Piedras",Humacao,741,Las Piedras,72085,771,Marieli,(787)-304-1966,Licenciado,27,6/21/2024,Al dia,100
Centro Providencia Para Personas De Edad Avanzada,Adultos Mayores,CAMPEA,Operando,"Calle 2 #175 Parcelas Suarez, Bo. Mediania Alta Loiza",Carolina,982,Las Piedras,72087,772,Jose,(787)-256-2320,Licenciado,33,7/10/2024,Al dia,100
Hogar Maria,Adultos Mayores,Hogar Sustituto,Operando,"Bo. Casa Blanca Cuesta De Leon Carr. 983, Km. 1.2, Luquillo",Carolina,982,Luquillo,72089,773,Maria,(787)-206-3444,Licenciado,137,10/9/2024,Al dia,6
"Inst. Union Living Home, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Fortuna Playa Calle 1, Parc. 110 A, Luquillo",Carolina,982,Luquillo,72089,773,Melania,(787)-944-6703,Licenciado,425,6/12/2025,Al dia,20
Campea Jardin De Envejeciente Pablo Suarez,Adultos Mayores,CAMPEA,Operando,Calle Fernandez Garcia #56,Carolina,982,Luquillo,72089,773,Mariela,(787)-358-3327,Licenciado,20,2/18/2024,Al dia,110
Hospicio Luz De Esperanza,Adultos Mayores,Institucion de Adultos,Operando,Bda. Felix Cordero Cordova Davila,Arecibo,612,Manati,72091,674,Manuel,(787)-508-3975,Licenciado,L02230673,6/27/2025,Al dia,14
Inst Hogar Mis Abuelos,Adultos Mayores,Institucion de Adultos,Operando,Carr #2 Km 44.7 Bo. Cantera,Arecibo,612,Manati,72091,674,Melissa Rivera Cartagena,(787)-621-6768,Licenciado,216,12/9/2024,Al dia,14
Inst. Estancias De Luz,Adultos Mayores,Institucion de Adultos,Operando,Carr. #643 Km 2.3 Bo. Rio Arriba,Arecibo,612,Manati,72091,674,Yahaira Pagan Cruz,(787)-239-6398,Licenciado,310,10/25/2023,Al dia,16
Inst.  Hogar La Misericordia De Maria 2,Adultos Mayores,Institucion de Adultos,Operando,Carr. 686 Km. 1.1 Interior Bo. Guayaney #80 Manati,Arecibo,612,Manati,72091,674,Maria Escobar Perez,(939)-264-0339,Licenciado,277,11/29/2024,Al dia,20
Inst. Centros De Servicios Geriatrico Nazario,Adultos Mayores,Institucion de Adultos,Operando,"Alturas De Luchetty, J-18, Manati",Arecibo,612,Manati,72091,674,Jose Nazario Cortes,(787)-854-5297,Licenciado,204,4/5/2025,Al dia,20
Inst. Hacienda Home Care,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Tierras Nuevas Manati, Sector Los Rabanos, Carr. 604 Km 2.9",Arecibo,612,Manati,72091,674,Ilia,(787)-249-2457,Licenciado,270,8/4/2025,Al dia,20
Institucion Centro De Envejecientes La Colina Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. San Jose Km 100 Carrr. 604,Arecibo,612,Manati,72091,674,Teresa Rolon RodriGuez,(787)-384-4217,Licenciado,288,6/13/2025,Al dia,24
Inst Hananias Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Carr 686 Km 2.3, Tierras Nuevas",Arecibo,612,Manati,72091,674,Alberto,(787)-346-7050,Licenciado,239,10/25/2023,Al dia,28
Inst. Hacienda Guayaney Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr 2 Int Bo Guayaney #493,Arecibo,612,Manati,72091,674,Lizzette,(787)-549-2226,Licenciado,203,12/16/2024,Al dia,28
Inst. Bella Familia Inc.,Adultos Mayores,Institucion de Adultos,Operando,Sector Los Rabanos Carr 604,Arecibo,612,Manati,72091,674,Xavier Mendoza Del Valle,(787)-549-9482,Licenciado,263,12/13/2024,Al dia,31
Inst. Heroes De Vida Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Boquillas Calle Jacobo Cubano #5,Arecibo,612,Manati,72091,674,Erick,(787)-241-0882,Licenciado,268,6/3/2025,Al dia,31
Inst. Hogar Volver A Nacer,Adultos Mayores,Institucion de Adultos,Operando,"Carretera 2 Km 45.0 Interior, Manati",Arecibo,612,Manati,72091,674,Norma Machado Y Luis Cacho,(787)-318-7715,Licenciado,287,5/9/2025,Al dia,32
Campea Dolores Natal - Accion Social,Adultos Mayores,CAMPEA,Operando,"Carretera 664, Km 0.1 Bo. Boquillas",Arecibo,612,Manati,72091,674,Noranyie,(787)-854-8684,Licenciado,27,12/6/2024,Al dia,35
Hogar Geriatrico Mi Nuevo Hogar,Adultos Mayores,Institucion de Adultos,Operando,Bda. Felix Cordero Cordova Davila,Arecibo,612,Manati,72091,674,Manuel,(787)-508-3975,Licenciado,321,12/7/2024,Al dia,37
Inst Virgilio Ramos Casellas,Adultos Mayores,Institucion de Adultos,Operando,Carr 670 Km 3.2 Cotto Sur Polvorin Calle 1,Arecibo,612,Manati,72091,674,Nilda Marrero Monserrat,(787)-884-4033,Licenciado,41,11/8/2024,Al dia,60
Campea Proyecto Hogar Blanquita Davila Marrero,Adultos Mayores,CAMPEA,Operando,"Bo. Cotto Sur Carr. 670, Km 3.2",Arecibo,612,Manati,72091,674,Yancy,(787)-854-4100,Licenciado,29,1/13/2025,Al dia,100
"Hogar Enid, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Barrio Emajagua, Km 76",Humacao,741,Maunabo,72095,707,Aida,(787)-642-1453,Licenciado,L07230331,3/13/2025,Al dia,15
Campea Centro De Servicios Y Actividades Multiples De Maunabo,Adultos Mayores,CAMPEA,Operando,"Bo. Mariani Sector Mariani Maunabo, P.R.",Humacao,741,Maunabo,72095,707,Madeline,(787)-366-4532,Licenciado,25,2/4/2024,Al dia,60
Hogar Joslee Inc.,Adultos Mayores,Institucion de Adultos,Operando,"#940 Carr. 104  Km, 1.7 Bo. Algarrobo",Aguadilla,603,Mayaguez,72097,680,Rubina,(787)-464-4034,Licenciado,249,8/22/2027,Al dia,16
Institucion De Ancianos Hogar Pura Vida Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 105 Km 4.2 Urb. Pura Brisa, Calle Yagrumo C- 12",Aguadilla,603,Mayaguez,72097,680,Julio,(787)-831-0204,Licenciado,195,5/11/2025,Al dia,18
Hogar Cristy Nursring Home & Care Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Calle Cristy #204 Bo. Dulces Labios, Mayaguez",Aguadilla,603,Mayaguez,72097,680,Marisol,(787)-951-8761,Licenciado,240,12/15/2023,Al dia,36
Hogar Sustituto El Paraiso,Adultos Mayores,Hogar Sustituto,Operando,Bo. El Seco Calle Hernan Cortez #60,Mayaguez,680,Mayaguez,72097,680,Francisco,(787)-265-4055,Licenciado,30,3/26/2025,Vencida,6
Hogar Sustituto Los Gabrieles,Adultos Mayores,Hogar Sustituto,Operando,Urb. Vista Verde Calle Rubi #4,Mayaguez,680,Mayaguez,72097,680,Nicolette Pagan,(787)-420-8321,Licenciado,80,6/17/2024,Al dia,6
"Inst. Hogar Remanso Rosario, Llc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 348 Km 2.4, Bo. Quebrada Grande",Mayaguez,680,Mayaguez,72097,680,Yadira,(787)-435-5138,Licenciado,232,2/24/2025,Al dia,15
Hogar  Vivencias Del Ayer,Adultos Mayores,Institucion de Adultos,Operando,Carr. 348 Camino Los Lopez #3 Quebrada,Mayaguez,680,Mayaguez,72097,681,Brenda,(787)-387-5676,Licenciado,245,1/16/2024,Al dia,15
Inst. Hogar Alexamary'S,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Sultana Park, Calle Castilla #235",Mayaguez,680,Mayaguez,72097,680,Diamaris,(787)-316-6052,Licenciado,234,5/2/2025,Al dia,16
"Inst. Suenos De Angeles,Inc",Adultos Mayores,Institucion de Adultos,Operando,Urb. Reparto Feliciano A #35,Mayaguez,680,Mayaguez,72097,680,Yaquelin,(787)-639-4460,Licenciado,189,5/20/2025,Al dia,17
"Inst. Hogar San Marcos I De Mayaguez, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Alemany Calle Buena Vista #209,Mayaguez,680,Mayaguez,72097,680,Sr. Joel,(787)-643-1583,Licenciado,182,1/26/2025,Al dia,18
Institucion Hogar Elian,Adultos Mayores,Institucion de Adultos,Operando,"Calle Los Ingenieros Bo. Miradero, #427",Mayaguez,680,Mayaguez,72097,682,Jessica,(787)-508-5415,Licenciado,183,2/10/2025,Al dia,19
"Hogar De Ancianos Miradero Hills, Llc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Miradero Hills #175 Sierra Nevada, Mayaguez",Mayaguez,680,Mayaguez,72097,680,Marvin,(787)-832-2040,Licenciado,212,12/20/2022,Vencida,20
"Hogar De Ancianos Mi Querido Viejo, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Sultanita Calle Bascaran Quintero #853,Mayaguez,680,Mayaguez,72097,680,Noel,(787)-265-1836,Licenciado,215,7/11/2025,Al dia,20
Inst. Hogar Enrique Inc.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Feliciano Casa  A-6,Mayaguez,680,Mayaguez,72097,680,Maytee,(787)-951-7665,Licenciado,240,10/24/2023,Al dia,20
Inst. Naturaleza Dorada,Adultos Mayores,Institucion de Adultos,Operando,Carr. 104 Km 0.8 C/ Los Ingenieros Bo. Algarrobo,Mayaguez,680,Mayaguez,72097,680,Betzaida Quinones,(939)-642-1089,Licenciado,225,8/12/2022,Vencida,20
"Shary Yared Home,Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 352 Km 2.0 Camino Sector Luis Ortiz,Mayaguez,680,Mayaguez,72097,680,Edward,(787)-213-9173,Licenciado,254,2/9/2025,Al dia,20
"Inst. Posada De Amor, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 342, Buzon 435, Km 34 Bo. Soledad, Mayaguez",Mayaguez,680,Mayaguez,72097,682,Maytee,(787)-951-7665,Licenciado,175,5/1/2024,Al dia,20
"Hogar De Envejecientes Vida Dorada,Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 105 Km 5.7 Bo. Miradero,Mayaguez,680,Mayaguez,72097,680,Jessica,(787)-508-5415,Licenciado,246,6/22/2024,Al dia,22
Inst. Edahir Nursing Home,Adultos Mayores,Institucion de Adultos,Operando,Carr. 106 Km 2..6 Bo. Quemado,Mayaguez,680,Mayaguez,72097,680,Waleska,(939)-286-0171,Licenciado,221,3/11/2024,Al dia,23
Institucion Angeles Nursing Home,Adultos Mayores,Institucion de Adultos,Operando,#2 Villa San Francisco Bo. Rio Hondo,Mayaguez,680,Mayaguez,72097,680,Angel,(787)-833-2416,Licenciado,171,3/24/2018,Vencida,23
Inst. Hogar Fe Y Esperanza,Adultos Mayores,Institucion de Adultos,Operando,Calle Liceo #258,Mayaguez,680,Mayaguez,72097,680,Denise,(787)-642-6774,Licenciado,172,4/14/2024,Al dia,25
Inst. Hogar La Edad Dorada,Adultos Mayores,Institucion de Adultos,Operando,Reparto El Senorial #16 Carr. 348 Km 1.1,Mayaguez,680,Mayaguez,72097,680,Jennifer,(787)-458-4074,Licenciado,227,9/27/2024,Al dia,26
"Inst. Jardin De Oro,Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Flor Del Valle Calle 2 #10 Bo. La Quinta,Mayaguez,680,Mayaguez,72097,680,Jeannette,(787)-833-5900,Licenciado,120,5/23/2024,Al dia,27
"Casa  De Ancianos Casa Retiro, Llc.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Miradero # 1610 Carr. 108 Km 4.5,Mayaguez,680,Mayaguez,72097,680,Adeline,(787)-246-3215,Licenciado,248,7/21/2024,Al dia,28
"Hogar Campo Real, Corp",Adultos Mayores,Institucion de Adultos,Operando,321 Calle Balboa Bo. Quinta,Mayaguez,680,Mayaguez,72097,680,Anthony,(787)-709-1461,Licenciado,237,9/12/2025,Al dia,30
Hogar Reflejo De Amor Inc,Adultos Mayores,Institucion de Adultos,Operando,"Urbanizacion Reparto Feliciano #7 Mayaguez  P.R., 00680",Mayaguez,680,Mayaguez,72097,680,Diana,(939)-228-7924,Licenciado,244,6/12/2024,Al dia,30
"Inst. Hogar Andres, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 105 Km 1.1 Bo. El Limon,Mayaguez,680,Mayaguez,72097,680,Emanuel,(787)-673-3934,Licenciado,206,1/26/2025,Al dia,35
"Inst. Hogar Amor Y Paz I, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. San Jose Calle Duarte #23, Bo. Guanajibo",Mayaguez,680,Mayaguez,72097,680,Jorge,(787)-226-2645,Licenciado,216,11/7/2024,Al dia,36
Inst. Villa Esperanza,Adultos Mayores,Institucion de Adultos,Operando,Urb. Reparto San Miguel Calle Esperanza #21,Mayaguez,680,Mayaguez,72097,680,Rosammi,(787)-265-7388,Licenciado,176,6/12/2024,Al dia,37
"Institucion Adimar I, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Reparto Feliciano A-4 Y A-5 Mayaguez,Mayaguez,680,Mayaguez,72097,680,Maytee,(787)-834-5204,Licenciado,150,10/23/2024,Al dia,48
Institucion Hogar La Bondad,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 349, Km 3.5 Cerro Las Mesas, Mayaguez",Mayaguez,680,Mayaguez,72097,680,Yolanda,(787)-833-7882,Licenciado,151,10/30/2020,Vencida,50
Inst. Hogar Brisas De Amor,Adultos Mayores,Institucion de Adultos,Operando,719 Carr. 349 Km 3.4 Cerro Las Mesas,Mayaguez,680,Mayaguez,72097,680,Ernesto,(787)-831-6385,Licenciado,59,8/6/2024,Al dia,54
Centro Geriatrico La,Adultos Mayores,CAMPEA,Operando,Calle 349 Km 3.4 Las Mesas,Mayaguez,680,Mayaguez,72097,681,Yovania,(787)-834-0688,Licenciado,49,3/31/2024,Al dia,85
Campea Esperanza Para La Vejez (Hope),Adultos Mayores,CAMPEA,Operando,"Calle Principe #14, Res. Eleonor Roosevelt",Mayaguez,680,Mayaguez,72097,680,Alba,(787)-832-9557,Licenciado,39,10/31/2024,Al dia,104
Institucion Casa Linda,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 2 Km 149.3 Int. Camino Cuba, Sector",Mayaguez,680,Mayaguez,72097,680,Fernando,(787)-662-2459,Licenciado,201,7/21/2024,Al dia,127
Hogar Sustituto Lazaris,Adultos Mayores,Hogar Sustituto,Operando,Carr. 420 Km 4.4 Bo. Cerro Gordo,Aguadilla,603,Moca,72099,676,Ana L. Ramirez Sanchez,(787)-246-0843,Licenciado,146,8/17/2024,Al dia,6
Hogar De Ancianos - Mi Nuevo Hogar,Adultos Mayores,Institucion de Adultos,Operando,Bo. Marias I Carr. 110 Km 8.5,Aguadilla,603,Moca,72099,676,Myrta,(787)-314-3189,Licenciado,L01230548,5/3/2025,Al dia,10
Inst. El Guayacan,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 444 Km. 7.8 Bo. Rocha, Moca",Aguadilla,603,Moca,72099,676,Ivonne,(787)-485-4895,Licenciado,215,2/14/2024,Al dia,11
"Inst. Centro De Envejecientes Emanuel, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 464 Km 4.0 Interior Calle Bariaco Bo. Aceitunas,",Aguadilla,603,Moca,72099,676,Vanessa,(787)-317-2584,Licenciado,140,12/11/2023,Al dia,12
Yaris Home Corporation,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Lomas Verdes, Calle Esmeralda #54",Aguadilla,603,Moca,72099,676,Maribel,(787)-877-2147,Licenciado,194,3/15/2025,Al dia,15
Hogar Luz Maria,Adultos Mayores,Institucion de Adultos,Operando,Carr. 125 Km 8.4 Bo. Voladoras,Aguadilla,603,Moca,72099,676,Mary,(787)-207-8363,Licenciado,192,10/10/2024,Al dia,22
"Hogar Geriatrico Villa Vivante, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 110 Km 11.4 Calle Miss Quintana,Aguadilla,603,Moca,72099,676,Jason,(787)-217-9607,Licenciado,0,12/12/9999,Vencida,27
"Inst. Golden Paradise, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 110 Km 20, Bo. Centro, Moca",Aguadilla,603,Moca,72099,676,Ana,(787)-422-2321,Licenciado,189,7/4/2024,Al dia,31
Campea Manantial De Vida,Adultos Mayores,CAMPEA,Operando,"Carr. 444, Bo. Cuchillas Km. 1.5 Moca",Aguadilla,603,Moca,72099,676,Sylmarie,(939)-418-9796,Licenciado,35,10/30/2024,Al dia,40
Hogar Colon Rivas / Ana Olga,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 444 Km 6.7 Bo. Rocha, Moca",Aguadilla,603,Moca,72099,676,Daniel Colon,(787)-237-3251,Licenciado,105,4/24/2024,Al dia,40
Inst. Hogar Juan Alonso,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 110 Km 11.9 Sector Bambu, Moca",Aguadilla,603,Moca,72099,676,Luis,(787)-877-1271,Licenciado,220,6/1/2024,Al dia,42
Hogar Sustituto Del Carmen,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 633, Km 3.0, Calle Jose Cordero",Arecibo,612,Morovis,72101,687,Ivan Cruz Rodriguez,(787)-568-8852,Licenciado,375,8/18/2024,Al dia,6
Inst. Estancias De Paz,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Brisas Del Rio, Calle Cibuco #163",Arecibo,612,Morovis,72101,687,Nick Adorno Hernandez,(787)-486-5673,Licenciado,248,1/22/2024,Al dia,12
El Tesoro De Vivir,Adultos Mayores,Institucion de Adultos,Operando,"Sector La Alianza, Calle Gardenia # 37",Arecibo,612,Morovis,72101,687,Carmen,(787)-702-0098,Licenciado,320,12/7/2024,Al dia,20
"Inst. Hogar ParaiSo Plateado, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr 633 Km 3.0 Bo. Barahona, Reptos La Torre, Morovis",Arecibo,612,Morovis,72101,687,Luz Ocasio Santiago,(787)-615-9568,Licenciado,167,10/22/2024,Al dia,25
"Campea Centro Comunal Para Envejecientes Rafael ""Cacho"" Pares",Adultos Mayores,CAMPEA,Operando,"Bo. Unibon, Carr. 159 Km 13.4 Int., Morovis",Arecibo,612,Morovis,72101,687,Edith Benitez De Jesus,(787)-273-7818,Licenciado,10,9/14/2024,Al dia,50
Hogar Susituto Victoria German Ferreiras,Adultos Mayores,Hogar Sustituto,Operando,"Calle Aleli #69 Invasion Parcelas Nuevas Bo. El Duque,",Humacao,741,Naguabo,72103,718,Ramon,(787)-465-0804,Licenciado,99,11/16/2024,Al dia,5
Hs Abneris Nieves,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 31 #59, Rio Blanco,, Naguabo",Humacao,741,Naguabo,72103,718,Abneris,(939)-267-8435,Licenciado,140,5/6/2025,Al dia,5
Inst. Valle De Amor,Adultos Mayores,Institucion de Adultos,Operando,"Carr #31 K.M. 10 Int., Calle 9, Esq 6, Parcela #11",Humacao,741,Naguabo,72103,718,Carmen,(787)-473-0043,Licenciado,180,7/4/2025,Al dia,15
"Hogar De Envejecientes Betesda, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Munoz Rivera Final #19, Naguabo",Humacao,741,Naguabo,72103,718,Jose,(787)-513-2230,Licenciado,159,9/21/2024,Al dia,16
Inst. Casa Alpha Llc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Collores Sector Pitahaya Carr. #924 K 3.5,Humacao,741,Naguabo,72103,718,Alfa Silverio Cruz,(787)-718-3113,Licenciado,242,1/9/2024,Al dia,20
Inst. Hogar Mis Anos Dorados,Adultos Mayores,Institucion de Adultos,Operando,"Carr. #3 Km 65.6 Bo. Hucares, Naguabo",Humacao,741,Naguabo,72103,718,Angelica,(787)-685-2988,Licenciado,243,2/3/2024,Al dia,21
"Inst. Casa De Dios Puerta Del Cielo, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 973 Km 1.4 Lote #32, Bo. Mariana, Naguabo",Humacao,741,Naguabo,72103,718,Anaris,(787)-421-2878,Licenciado,231,2/12/2025,Al dia,22
Hs Emerita Rosaly Oliveras - Hogar Elisa & Maria,Adultos Mayores,Hogar Sustituto,Operando,Urb. Sylvia Calle 1 F-9,Bayamon,934,Naranjito,72105,719,Emerita Rosaly Oliveras,(787)-463-7117,Licenciado,154,7/26/2024,Al dia,5
Hogar Sustituto Mi Nueva Esperanza,Adultos Mayores,Hogar Sustituto,Operando,Calle 9 A-11,Bayamon,934,Naranjito,72105,719,Ada,(787)-201-6124,Licenciado,108,4/22/2025,Al dia,6
Hs Hogar La Casita,Adultos Mayores,Hogar Sustituto,Operando,Calle Georgetti #31 Sector La Marina,Bayamon,934,Naranjito,72105,719,Rosa,(939)-339-0259,Licenciado,157,12/2/2024,Al dia,6
Hogar Sustituto Ra Maria Nilsa Alicea,Adultos Mayores,Hogar Sustituto,Operando,Carr. 878 Km 1.1 Sector La Maya,Bayamon,934,Naranjito,72105,719,Maria,(787)-407-3040,Licenciado,153,7/8/2023,Vencida,6
"Inst. Sueno De Oro, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 825, Km.4.5, Bo. Achiote, Naranjito",Bayamon,934,Naranjito,72105,719,Yesenia,(787)-462-7532,Licenciado,409,2/11/2024,Al dia,14
"Inst. Hogar Renacer, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Valle Aramana # 3 Calle Pomarosa Num. 3 Corozal,Bayamon,934,Naranjito,72105,719,Maria,(939)-358-2700,Licenciado,398,2/28/2023,Vencida,15
Inst. Hogar Tali,Adultos Mayores,Institucion de Adultos,Operando,"Carr.813 1.1 Bo Anones, Naranjito",Bayamon,934,Naranjito,72105,719,Aida,(787)-969-2525,Licenciado,160,2/11/2025,Al dia,16
